id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
106	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	na	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	na	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	na	A:A	A:B	A:A	na	na	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B
107	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:B	A:A	na	A:B	A:A	A:B	A:A	na	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	na	A:B	A:B	A:A	A:B	A:A	A:B	na	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	na	na	A:A	A:A	na	A:B	na	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na
108	na	na	na	na	A:A	na	A:A	A:A	na	A:A	na	A:B	na	A:B	A:A	na	A:A	A:B	na	A:A	A:B	A:B	A:B	na	na	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	na	na	A:B	na	na	A:A	na	A:A	A:A	A:A	na	A:B	na	A:B	na	A:B	A:A	na	A:B	na	A:B	A:A	na	na	A:A	A:A	A:B	na	A:B	na	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	na	na	A:B	A:A	na	A:A	A:A	A:A	na	na	A:B	na	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	na	A:A	na
109	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	na	A:B	na	A:B	A:B	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	na	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	na
110	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	na	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A
111	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	na	na	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A
112	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	na	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A
113	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	A:B	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A
114	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B
115	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	na	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	na
116	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B
117	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	na	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	na	A:A	A:B	A:B	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A
118	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A
119	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	na	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na
120	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B
121	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	na	na	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	na	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A
122	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B
123	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B
124	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A
125	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	na	na	na	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
126	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A
127	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A
128	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	na	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A
129	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	na	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A
130	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	na	A:B	A:A	A:B	A:A	A:B	na	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A
131	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A
132	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B
133	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A
134	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	na	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B
135	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	na	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	na	na	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A
136	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
137	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A
138	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	na	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B
139	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A
141	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	na	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A
